ID;locale;name
20221221-1948-7514-4518-7e14de180000;en;male
20221221-1948-7514-4518-7e14de180001;en;female
20221221-1948-7514-4518-7e14de180002;en;other
20221221-1948-7514-4518-7e14de180000;de;männlich
20221221-1948-7514-4518-7e14de180001;de;weiblich
20221221-1948-7514-4518-7e14de180002;de;divers
