ID;locale;name
20221221-1948-2025-1605-202516e19000;en;Person
20221221-1948-2025-1605-202516e19001;en;Group
20221221-1948-2025-1605-202516e19002;en;Company
20221221-1948-2025-1605-202516e19000;de;Person
20221221-1948-2025-1605-202516e19001;de;Gruppe
20221221-1948-2025-1605-202516e19002;de;Unternehmen
